date,release_id,dev_cost,revenue_from_release,feature_count,cost_per_feature,time_to_market_days,total_active_users,users_using_feature,feature_adoption_rate,users_retained,user_retention_rate,inapp_nps
2025-03-20,REL04887,3911852.77,5118265.5,6.63,1033718.93,87.19,11326.34,5041.31,42.47,7835.33,77.98,46.35
2025-03-21,REL04859,3701039.12,4620426.9,2.44,579369.52,81.13,12562.13,530.99,53.99,13305.47,85.44,34.78
2025-03-22,REL06331,2022862.47,7027845.11,4.4,1077306.34,87.75,14834.24,4950.35,34.0,6653.13,77.58,55.55
2025-03-23,REL08571,2332138.46,5965860.07,0.79,-309494.25,69.47,7351.11,3383.06,31.63,13440.71,81.02,39.93
2025-03-24,REL08684,3836414.85,11134541.75,6.08,30470.74,55.9,17290.61,3838.96,37.26,15742.64,79.74,74.88
2025-03-25,REL07208,3678881.74,-1074692.96,6.72,1996887.15,21.76,15562.93,8330.02,53.55,13206.8,92.17,56.19
2025-03-26,REL05276,2952590.52,9922463.49,3.83,315398.06,49.36,15575.07,2068.77,42.17,11661.82,82.75,42.86
2025-03-27,REL02062,3111625.79,10376687.35,9.09,-37698.34,37.2,14363.74,6868.15,33.79,6886.94,91.19,42.51
2025-03-28,REL00064,4446617.89,622507.46,1.93,1395959.88,98.56,12549.79,4335.56,45.51,7416.47,88.51,48.51
2025-03-29,REL08006,2296023.22,5708125.73,1.31,1983569.87,50.79,15378.79,4333.71,27.19,15288.6,98.3,46.81
2025-03-30,REL02568,3606084.99,5623635.1,5.64,1561003.25,56.88,15027.8,6815.2,47.8,13522.77,76.51,62.52
2025-03-31,REL05463,2744011.44,2579171.76,7.74,1811866.93,65.59,10931.6,5770.97,44.64,10449.84,92.29,51.75
2025-04-01,REL02027,2726191.54,4429511.82,9.37,224954.2,55.26,9980.75,6305.61,36.37,9027.13,91.64,41.12
2025-04-02,REL02695,4240803.53,3451708.93,3.89,-377108.75,88.87,12905.94,7227.52,30.24,2989.56,79.42,71.48
2025-04-03,REL09687,3926296.67,11864097.67,7.82,2269320.81,41.69,19173.15,4214.18,29.68,6575.36,90.83,50.16
2025-04-04,REL05258,3912597.75,9464566.2,4.96,617974.62,58.33,7098.65,3562.75,46.1,17773.63,86.97,58.49
2025-04-05,REL05618,4478618.37,10451529.91,4.62,683020.18,39.26,6109.45,2466.13,54.12,5788.31,83.72,42.54
2025-04-06,REL06736,3000803.58,8835714.96,7.32,2112571.27,27.5,13178.36,3068.43,32.56,11307.84,80.28,53.79
2025-04-07,REL00391,3761239.11,3397417.97,6.73,1413683.88,41.92,12685.21,11820.98,45.22,14379.25,80.89,53.19
2025-04-08,REL05892,2619669.96,5173815.83,1.03,1322840.38,53.61,13215.52,7868.68,15.82,5884.19,96.84,27.71
2025-04-09,REL03561,3349598.27,8153115.65,8.84,2870164.37,45.63,13521.32,1849.49,33.17,11289.93,85.03,72.92
2025-04-10,REL06184,2826905.98,3123916.8,8.59,327507.88,40.27,11498.22,1915.84,39.57,14118.18,89.54,64.53
2025-04-11,REL03099,3088234.08,8810227.74,3.46,1750116.13,25.74,18916.96,6099.82,29.42,10643.29,80.47,44.99
2025-04-12,REL06278,3661378.59,6008914.0,6.08,961724.56,52.68,5531.83,6251.47,29.11,21367.05,80.54,36.82
2025-04-13,REL08392,2035258.56,5613703.24,6.33,1153274.92,23.74,8876.88,6255.22,32.21,4330.85,91.26,53.61
2025-04-14,REL03104,5383972.7,8804237.78,5.73,2293886.91,69.84,12017.67,4391.23,43.3,14571.82,77.25,50.59
2025-04-15,REL07215,1819194.6,8020557.58,3.65,1369870.8,56.05,5348.7,4691.53,37.76,9947.49,82.64,53.71
2025-04-16,REL02454,1579689.33,5654414.69,3.34,1397447.64,24.7,11703.27,5742.74,14.07,13494.87,85.23,51.81
2025-04-17,REL08996,4309068.54,10121759.22,5.0,1881088.65,48.07,19660.14,5181.61,15.43,12253.44,85.67,55.45
2025-04-18,REL02731,3887462.39,3538430.58,8.06,579703.43,39.06,12555.29,-163.81,32.92,7843.39,84.0,66.35
2025-04-19,REL08154,3694700.88,8525011.52,6.45,150341.26,60.86,13463.93,4449.57,45.21,11456.22,87.31,56.17
2025-04-20,REL09762,3699562.62,8457913.47,4.11,-35795.52,81.65,7007.46,3008.15,8.19,3620.04,89.02,37.43
2025-04-21,REL05056,2962548.07,5805510.03,7.04,-870106.11,16.2,9795.57,5388.73,34.15,12861.52,89.26,65.36
2025-04-22,REL08110,1944328.68,7673435.24,-2.23,2771668.08,56.71,10839.98,11904.84,33.85,11715.92,79.35,68.58
2025-04-23,REL03840,3063852.93,3038742.98,8.0,-88666.42,51.11,11088.91,5834.58,55.96,12994.49,83.39,86.08
2025-04-24,REL01028,2197549.8,9430328.98,0.61,709799.49,68.03,18015.23,4255.41,35.48,14569.53,91.91,36.58
2025-04-25,REL07385,4098533.48,6171773.61,4.13,659499.28,58.71,14880.02,7119.97,44.35,11976.75,90.18,52.4
2025-04-26,REL00502,2807445.7,5179096.98,2.2,1188415.03,39.06,7651.46,6101.72,41.56,11152.42,77.12,25.48
2025-04-27,REL06910,2026886.78,9797585.48,1.75,1648625.25,47.87,13532.37,5956.58,15.32,7287.99,87.06,55.99
2025-04-28,REL09062,2606877.23,4645410.04,8.03,1689126.64,38.16,14622.48,6389.64,48.8,7922.0,73.63,43.24
2025-04-29,REL06938,3451724.34,2576381.38,3.87,382227.14,76.27,17402.46,9751.27,42.41,15052.48,85.3,71.86
2025-04-30,REL04488,2328061.57,2140994.48,5.95,758807.09,54.8,19309.66,2360.07,45.8,15989.72,95.96,40.62
2025-05-01,REL00206,2030656.81,8495845.28,4.94,1165938.47,93.07,8068.78,6080.72,85.27,9702.26,79.57,30.03
2025-05-02,REL05134,3257005.36,2952599.44,6.28,684959.31,53.13,8953.27,2834.29,15.85,10769.09,80.22,44.13
2025-05-03,REL05977,3258477.29,11871513.6,5.26,2365297.29,39.95,7018.66,6270.59,59.85,7199.58,89.43,26.71
2025-05-04,REL07721,2393389.71,597415.35,1.78,1354606.09,23.56,11451.37,2852.13,36.61,14999.99,76.14,58.28
2025-05-05,REL07035,2434699.0,11700089.67,7.61,1575420.26,17.67,14484.49,4014.62,43.24,13094.96,81.38,25.68
2025-05-06,REL01484,3243616.44,7335171.6,3.8,1510239.17,22.12,16740.67,4298.17,39.4,17885.52,88.47,49.92
2025-05-07,REL07858,1310587.5,6430914.44,1.08,1972497.34,59.81,12135.92,7245.22,35.03,7298.3,81.38,25.53
2025-05-08,REL00863,1357322.3,5113874.5,3.97,1073993.94,64.72,11079.68,7112.21,33.34,9176.96,83.67,45.88
2025-05-09,REL02790,2150053.42,7887952.66,8.9,-263960.94,22.18,13122.05,2093.79,43.73,11465.42,89.32,68.62
2025-05-10,REL07408,2731062.91,6604514.59,7.24,1271960.63,72.59,8848.1,5109.82,22.4,13023.89,87.46,53.76
2025-05-11,REL08755,3334343.76,9957122.84,4.17,320411.25,44.54,21513.97,3337.02,48.59,9786.53,86.57,39.59
2025-05-12,REL05116,4674065.81,7050757.6,4.17,431532.46,57.36,5502.56,2064.14,35.12,7318.43,83.08,49.23
2025-05-13,REL06019,3963393.21,7156760.3,4.24,1440965.31,87.18,13264.89,4479.21,26.87,13905.99,87.16,49.8
2025-05-14,REL01757,2792625.67,5646639.36,10.38,2031171.49,72.62,21228.44,4267.11,34.73,13304.18,84.32,55.06
2025-05-15,REL07574,2954759.69,6547770.02,6.04,929366.43,48.9,12494.28,10609.65,54.45,7155.79,87.67,33.76
2025-05-16,REL06374,1823207.64,7619569.4,6.16,1189706.33,36.23,11641.84,5986.41,33.74,15685.97,82.17,56.45
2025-05-17,REL06892,2955338.49,1689824.04,7.7,2451186.0,10.57,10916.85,1787.94,44.07,14990.39,83.98,18.27
2025-05-18,REL01678,2644530.55,2753500.25,5.67,1128071.16,39.73,11683.62,3672.81,31.48,11100.63,79.33,42.29
2025-05-19,REL03242,3347932.55,8899162.5,4.4,3265507.46,50.07,18410.21,7350.88,48.68,10895.24,84.83,43.93
2025-05-20,REL04636,2024892.07,7217186.06,4.56,1422085.08,34.27,2885.96,9825.24,47.84,12676.81,80.36,56.92
2025-05-21,REL01059,3574157.05,6174473.48,4.88,-683974.49,51.7,19105.65,1304.77,61.28,7360.71,78.61,49.85
2025-05-22,REL06668,4740085.78,6769270.61,4.97,1592136.24,55.93,6298.13,623.16,37.9,10709.12,86.52,33.31
2025-05-23,REL09914,2851507.45,7736461.56,6.92,1255185.13,49.79,11310.05,9320.94,47.65,2514.27,86.26,38.18
2025-05-24,REL03157,3438815.8,5129035.26,5.2,2077768.88,41.14,10605.91,5885.9,41.06,13887.4,89.54,51.89
2025-05-25,REL05915,3770663.05,4428077.74,6.94,1519564.22,57.8,15013.67,2968.99,54.89,4733.03,82.55,48.67
2025-05-26,REL09789,2515025.85,7290588.51,4.86,784759.22,63.36,5543.86,6222.17,31.62,16241.61,87.38,42.88
2025-05-27,REL02693,3234461.23,3840183.71,5.26,-198293.52,32.17,14466.36,-1129.49,48.53,9356.77,88.2,44.02
2025-05-28,REL03627,2991126.05,7914741.64,-0.05,720872.09,83.09,21231.48,4990.27,37.68,9801.56,87.59,57.65
2025-05-29,REL09555,3089016.59,1712111.72,7.41,140101.19,52.36,6561.36,5742.61,39.18,8239.25,80.27,43.59
2025-05-30,REL05450,2087274.62,9739246.3,5.95,384539.36,54.75,13286.39,7125.69,40.98,9514.78,85.89,48.57
2025-05-31,REL01663,3004837.69,8103816.7,7.62,1442970.07,68.78,9598.0,2631.36,42.84,15922.86,87.13,74.71
2025-06-01,REL09721,3549595.48,7467438.81,-2.35,2421934.17,59.11,14309.22,5181.13,38.58,1254.77,85.07,33.1
2025-06-02,REL05592,4646208.71,9602711.3,10.41,1267419.08,73.77,12547.76,2836.51,42.41,15391.29,73.01,28.15
2025-06-03,REL07392,4080298.99,11609050.21,4.71,-172568.22,60.21,9686.76,5574.64,58.15,11865.61,85.96,58.66
2025-06-04,REL01306,5453918.8,9695799.34,7.9,1312623.57,41.9,14577.66,2906.26,51.31,6064.05,97.78,41.73
2025-06-05,REL06776,2093789.12,1305748.82,2.4,1993462.78,61.73,20278.9,4036.11,49.96,6558.61,82.96,45.9
2025-06-06,REL05864,3980261.01,2955104.15,6.63,358049.71,31.09,11638.09,2673.28,34.66,16891.12,80.84,40.54
2025-06-07,REL09474,3187576.97,4879092.22,2.37,788777.85,56.58,15581.88,6492.33,29.65,7046.03,87.18,46.58
2025-06-08,REL07526,5496051.41,6791770.82,3.47,923406.25,53.69,6864.08,6973.07,50.96,6265.59,86.83,68.1
2025-06-09,REL08901,2046674.48,8236228.69,9.96,199511.32,50.13,8322.81,4438.39,50.04,14866.91,91.9,58.87
2025-06-10,REL05575,2010521.03,4582526.42,4.57,1497020.5,51.75,14510.68,5071.11,56.93,11867.6,77.78,59.57
2025-06-11,REL05530,2287024.7,7263911.63,5.62,800609.71,16.06,18892.07,1623.36,32.95,7074.49,89.24,33.19
2025-06-12,REL04413,533052.65,4495432.75,7.29,1289926.57,43.2,14004.89,4287.53,37.27,11409.77,88.43,36.26
2025-06-13,REL03748,2371746.3,4918176.15,6.33,106629.34,56.26,11109.08,4866.02,20.99,6744.71,84.21,16.71
2025-06-14,REL00663,2103240.54,2581671.21,5.45,514061.48,57.62,12461.77,11059.69,35.39,14729.88,86.98,40.22
2025-06-15,REL01998,3149669.37,4002209.59,6.0,1564106.78,33.45,7049.71,2403.94,51.44,14581.74,90.96,60.66
2025-06-16,REL07994,3369835.49,2743218.0,11.21,572568.99,80.13,15082.8,8377.66,34.54,12594.01,90.06,55.57
2025-06-17,REL01495,5135211.25,3847528.49,4.92,2473592.09,36.74,16285.94,7294.01,47.32,11954.37,78.44,47.02
2025-06-18,REL03304,4070120.35,9811198.15,5.58,548303.23,74.1,10506.98,5633.19,37.72,17209.52,89.76,49.33
2025-06-19,REL03763,2312898.74,3925322.62,7.75,1113523.8,63.06,10429.23,9060.43,43.67,10595.18,84.66,41.61
2025-06-20,REL05232,1942993.73,14450279.52,7.89,1754417.11,41.21,13616.27,5845.3,26.67,6158.48,85.45,51.96
2025-06-21,REL01853,3542601.32,8164703.04,8.1,-373989.93,90.5,10573.54,5884.84,40.91,12284.1,85.45,58.46
2025-06-22,REL06585,1457682.85,7258238.5,6.7,-684016.18,30.07,12178.44,4859.26,5.38,18429.35,84.16,30.88
2025-06-23,REL01291,5083769.1,4192844.22,2.14,-471124.02,73.08,21558.07,7819.72,37.77,6785.99,91.9,53.06
2025-06-24,REL03581,4333608.28,8772942.81,9.24,2053172.1,74.73,11395.05,7525.0,21.09,9239.08,84.55,60.38
2025-06-25,REL07554,2436842.02,5023608.4,2.13,410491.11,40.72,10912.98,3531.58,53.85,12160.09,78.58,44.78
2025-06-26,REL07280,1005641.83,7073625.26,5.84,3226139.96,82.71,9660.54,1923.29,48.9,10393.94,82.76,57.7
2025-06-27,REL01636,4534296.16,14237835.38,3.13,399274.49,49.28,15687.7,4511.75,45.32,6907.86,86.06,82.18
2025-06-28,REL03696,2844857.79,6432833.88,4.9,1077189.55,60.24,11680.01,3127.26,57.49,14808.87,92.11,48.38
2025-06-29,REL00698,4400771.28,10092208.56,5.9,2306237.09,59.67,9652.61,4835.13,28.97,19307.98,88.51,54.14
2025-06-30,REL04737,1142216.51,4648840.02,5.88,2726297.82,51.63,18186.99,7851.88,60.11,11332.82,80.13,41.04
2025-07-01,REL00854,2287044.98,6612290.41,6.14,2776463.15,70.87,18612.69,3922.02,50.69,7201.63,99.35,51.69
2025-07-02,REL08164,2982671.21,11918548.09,9.19,2004086.68,70.52,9864.59,4883.14,37.19,4780.09,86.56,54.92
2025-07-03,REL05855,3030690.37,4872778.98,6.22,1837229.79,18.78,4381.44,5116.98,53.04,11565.04,92.38,51.84
2025-07-04,REL07392,2458828.68,12040929.27,4.44,1446544.83,80.92,16828.06,6949.83,27.15,14741.35,84.16,37.78
2025-07-05,REL06528,3693239.85,8794811.08,7.53,1614787.27,20.53,9499.92,-227.78,30.4,12380.58,88.1,51.98
2025-07-06,REL05249,1748319.03,5062311.14,8.11,411099.89,75.38,15888.79,3575.59,32.9,10587.33,89.87,66.52
2025-07-07,REL05172,2812827.71,8573414.39,1.92,169363.09,77.3,3932.94,5472.38,33.82,8383.67,92.05,54.78
2025-07-08,REL01707,3115040.82,9572925.39,6.59,907053.47,32.16,16330.39,7765.25,27.72,6495.34,91.12,60.73
2025-07-09,REL05791,3568510.66,8542273.14,6.86,756034.13,46.01,7219.63,3841.79,54.05,13730.8,90.06,46.84
2025-07-10,REL09925,3795365.74,2101044.37,4.3,499784.55,31.86,15629.54,630.98,36.94,14027.52,83.21,58.27
2025-07-11,REL05535,1682714.44,4578432.06,8.58,1540573.54,49.99,12526.65,6419.46,44.0,4792.22,81.74,52.82
2025-07-12,REL04931,1211608.42,5987776.89,4.68,1774981.27,48.1,8333.62,3509.12,33.34,16566.11,86.95,38.58
2025-07-13,REL03510,4446631.61,6496382.63,5.38,990146.48,70.24,10702.09,2223.77,18.9,12751.96,90.41,53.28
2025-07-14,REL00202,3358972.32,8538929.56,4.62,2247770.57,81.04,15437.06,3534.67,43.04,15851.76,83.75,38.1
2025-07-15,REL04218,2115489.12,7237272.16,5.1,-123504.46,82.78,12923.43,4554.55,17.84,5556.74,91.17,42.26
2025-07-16,REL08958,4761270.39,2791233.33,2.26,734781.5,42.93,14995.74,3580.12,39.13,5467.76,93.4,51.78
2025-07-17,REL04389,3109724.27,7832303.13,1.38,261143.01,50.11,21024.18,-131.96,24.12,10036.98,79.75,53.03
2025-07-18,REL02327,4333443.82,8509291.11,9.14,-779735.43,20.1,5690.6,7062.61,62.88,12484.28,80.21,35.82
2025-07-19,REL08004,3054319.63,8360030.64,2.89,835254.64,37.96,19468.47,7938.69,50.45,17341.59,84.22,61.79
2025-07-20,REL02931,5347570.98,9890945.09,2.53,799886.02,74.01,12916.77,6493.23,41.15,13247.64,86.8,56.21
2025-07-21,REL07777,4996193.87,9165558.51,-0.45,2280289.95,87.25,8572.49,2344.3,54.52,9685.1,82.01,41.43
2025-07-22,REL00197,2690199.87,8064390.06,3.43,1481205.4,29.24,6703.67,4515.21,30.15,6742.39,92.82,31.78
2025-07-23,REL07125,4094450.53,6508923.19,1.68,-17125.33,42.31,11645.81,4967.32,46.2,15214.94,87.47,47.91
2025-07-24,REL01930,3719156.49,1834418.7,9.26,2588686.37,53.83,16456.21,6370.96,42.23,6973.94,85.26,44.42
2025-07-25,REL06287,4551276.9,7977523.42,7.65,2015555.0,60.07,11912.46,6532.23,42.97,16711.16,76.76,50.9
2025-07-26,REL08800,1866474.0,7325387.14,3.3,1437102.85,37.89,19009.17,3279.99,54.62,9528.51,77.45,45.38
2025-07-27,REL09339,3765954.5,7513129.39,10.83,705064.15,63.0,6180.25,5172.57,48.39,16568.9,86.65,26.34
2025-07-28,REL04282,4194377.31,2963415.3,7.58,41493.03,44.72,12412.48,6042.81,43.26,13145.7,72.74,45.09
2025-07-29,REL02511,953172.39,3538450.53,4.23,573136.07,54.07,7041.11,8358.29,20.81,10081.94,90.86,46.05
2025-07-30,REL09986,1615275.05,9809761.41,-1.33,1895792.48,65.49,14039.61,6616.09,28.84,8646.05,84.12,56.92
2025-07-31,REL00659,630459.79,6598871.4,10.93,2616293.47,54.5,16305.67,6812.15,38.51,9316.26,103.72,41.5
2025-08-01,REL02811,2666680.14,8717672.59,1.51,2307263.35,45.49,10642.65,5176.82,41.0,12204.66,98.33,69.02
2025-08-02,REL07098,3802185.31,6798315.75,0.85,467535.22,52.14,1186.81,8253.1,26.87,10886.07,83.98,27.45
